T(¡æ)	P(atm)	Cu(g)	S(g)	Fe(g)	SiO2(g)	Pb(g)	Zn(g)	MgO(g)	Al2O3(g)	Ni(g)	Sb(g)	Bi(g)	CaO(g)	As(g)	O2(g)
1200	1	20.433	23.965	21.49	15.595	0.056	0.511	0.547	2.916	0.019	0.092	0.011	1.749	0.009	21
1200	1	17.789	16.057	25.316	20.722	0.407	0.723	1.61	1.25	0.167	0.036	0.009	0.388	0.016	21
1200	1	20.553	20.369	27.185	12.324	0.343	0.561	0.856	1.61	0.079	0.044	0.01	0.419	0.016	21
1200	1	18.562	22.95	21.524	20.15	0.029	0.392	2.501	1.952	0.253	0.046	0.012	1.95	0.015	21
1200	1	19.757	27.449	24.845	9.75	0.277	1.08	0.406	1.787	0.019	0.063	0.018	0.611	0.293	21
1200	1	16.964	21.021	20.843	23.717	0.092	0.276	2.205	2.601	0.184	0.043	0.015	3.74	0.022	21
1200	1	21.038	26.012	23.625	12.454	0.008	0.279	1.978	2.194	0.194	0.053	0.012	1.953	0.015	21
1200	1	20.697	24.65	22.977	12.402	0.18	1.092	0.75	2.107	0.01	0.077	0.01	0.873	0.008	21
1200	1	18.485	15.739	23.55	22.702	0.262	0.586	3.464	0.767	0.404	0.058	0.009	0.336	0.013	21
1200	1	18.136	23.331	21.776	19.904	0.045	0.353	1.282	2.244	0.199	0.056	0.01	1.118	0.012	21
1200	1	19.253	21.235	20.886	18.194	0.16	0.386	0.74	3.149	0.078	0.112	0.012	0.78	0.08	21
1200	1	18.004	27.966	22.966	15.492	0.407	1.51	0.32	1.422	0.02	0.072	0.024	0.56	0.536	21
1200	1	21.858	20.827	18.303	21.004	0.003	0.18	0.466	3.66	0.013	0.168	0.013	2.936	0.009	21
1200	1	19.558	26.346	25.559	14.315	0.134	0.735	1.618	1.588	0.447	0.052	0.012	1.621	0.013	21
1200	1	20.485	22.205	24.999	12.802	0.148	0.588	2.509	1.354	0.279	0.053	0.01	0.441	0.012	21
1200	1	19.226	25.809	21.349	16.856	0.236	1.27	1.063	2.661	0.018	0.06	0.015	2.583	0.068	21
1200	1	18.075	33.662	23.576	12.195	0.621	2.289	0.349	1.554	0.03	0.058	0.032	0.305	0.829	21
1200	1	16.897	23.882	19.716	20.48	0.22	0.695	0.926	3.489	0.018	0.08	0.02	2.803	0.237	21
1200	1	16.877	24.371	20.094	22.569	0.162	0.728	0.63	2.531	0.018	0.053	0.015	1.502	0.181	21
1200	1	19.166	20.63	19.798	23.073	0.056	0.329	0.797	2.984	0.174	0.124	0.012	2.408	0.01	21
1200	1	18.48	16.393	26.687	17.158	0.432	0.603	0.336	1.474	0.009	0.046	0.009	0.56	0.017	21
1200	1	17.431	29.577	23.252	14.937	0.473	1.534	0.675	2.443	0.021	0.048	0.029	2.965	0.553	21
1200	1	16.471	14.893	26.704	23.289	0.46	0.54	0.853	1.208	0.324	0.047	0.009	0.277	0.017	21
1200	1	18.202	21.799	24.289	21.357	0.443	1.836	1.482	0.809	0.387	0.056	0.009	0.305	0.008	21
1200	1	20.906	25.808	21.849	13.793	0.592	3.296	1.771	1.553	0.094	0.078	0.01	0.584	0.003	21
1200	1	20.703	24.061	19.603	16.77	0.749	4.117	2.02	1.575	0.001	0.098	0.01	0.705	0.001	21
1200	1	19.376	27.336	23.074	16	0.502	2.514	1.348	1.188	0.212	0.063	0.015	0.398	0.199	21
1200	1	18.139	27.152	21.708	18.673	0.393	1.519	1.161	1.451	0.126	0.08	0.024	0.924	0.533	21
1200	1	18.718	33.147	23.849	13.208	0.494	1.874	0.251	1.402	0.024	0.044	0.029	0.692	0.687	21
1200	1	18.8	20.854	18.959	22.482	0.048	0.383	0.598	3.069	0.017	0.108	0.01	1.643	0.009	21
1200	1	18.61	19.491	19.955	23.766	0.035	0.412	3.071	1.545	0.335	0.081	0.009	0.658	0.009	21
1200	1	21.778	25.922	24.944	8.302	0.025	0.26	0.375	2.085	0.023	0.073	0.01	0.657	0.01	21
1200	1	19.267	22.782	20.905	18.261	0.339	1.912	1.089	1.772	0.008	0.078	0.009	0.684	0.006	21
1200	1	20	20.812	22.485	16.97	0.025	0.372	2.961	1.276	0.334	0.081	0.009	0.541	0.009	21
1200	1	17.903	25.809	24.695	17.315	0.036	0.132	1.279	2.29	0.392	0.041	0.014	3.181	0.02	21
1200	1	17.975	22.83	21.72	19.647	0.139	0.621	0.39	1.752	0.013	0.069	0.012	0.649	0.145	21
1200	1	17.234	21.276	20.652	21.711	0.037	0.186	0.702	2.638	0.009	0.067	0.013	2.736	0.016	21
1200	1	15.708	11.713	27.375	23.902	0.738	0.996	0.703	1.246	0.045	0.019	0.013	1.326	0.106	21
1200	1	18.257	27.423	22.673	17.975	0.505	2.238	0.985	1.097	0.174	0.068	0.019	0.418	0.381	21
1200	1	18.077	19.003	19.313	20.792	0.041	0.158	1.187	3.067	0.125	0.124	0.01	0.645	0.01	21
1200	1	20.327	31.24	27.007	9.462	0.323	1.294	1.718	0.772	0.447	0.053	0.021	0.173	0.436	21
1200	1	19.508	22.123	20.401	22.693	0.166	0.603	1.041	2.896	0.369	0.162	0.019	3.105	0.206	21
1200	1	18.703	10.981	30.824	14.923	0.753	0.985	2.118	0.7	0.235	0.031	0.01	0.383	0.023	21
1200	1	21.826	23.995	25.681	9.598	0.139	0.475	1.949	1.705	0.212	0.058	0.01	0.405	0.012	21
1200	1	16.43	11.12	27.515	22.604	0.658	0.786	0.357	1.199	0.009	0.029	0.009	0.723	0.021	21
1200	1	20.226	24.477	26.859	9.485	0.318	0.943	1.204	1.568	0.118	0.034	0.013	0.436	0.119	21
1200	1	20.208	18.127	24.972	16.994	0.228	0.642	4.271	0.646	0.508	0.057	0.009	0.284	0.013	21
1200	1	19.53	24.135	26.109	17.993	0.039	0.138	1.362	1.341	0.72	0.096	0.01	1.154	0.009	21
1200	1	18.049	21.719	20.308	22.914	0.065	0.541	3.133	2.106	0.302	0.055	0.013	2.878	0.017	21
1200	1	21.497	22.072	19.138	17.048	0.251	1.503	1.065	3.35	0.015	0.15	0.013	2.579	0.007	21
1200	1	19.796	32.868	24.822	10.109	0.568	2.256	2.688	0.575	0.338	0.06	0.031	0.193	0.796	21
1200	1	19.199	25.787	22.545	14.726	0.021	0.216	1.619	3.089	0.108	0.046	0.016	3.948	0.022	21
1200	1	19.469	26.585	24.557	11.713	0.124	0.505	0.798	2.312	0.145	0.064	0.016	2.221	0.141	21
1200	1	21.861	21.545	22.988	15.028	0.072	0.857	5.753	0.542	0.674	0.078	0.01	0.26	0.009	21
1200	1	19.216	18.818	21.208	21.271	0.056	0.389	3.578	1.305	0.407	0.084	0.009	0.418	0.01	21
1200	1	20.186	23.728	22.913	13.789	0.269	1.444	1.268	1.981	0.187	0.096	0.01	0.602	0.007	21
1200	1	15.727	11.159	26.54	24.562	0.631	0.741	0.458	1.441	0.009	0.027	0.01	1.371	0.023	21
1200	1	18.08	33.966	26.72	12.68	0.548	1.962	0.703	0.524	0.391	0.045	0.029	0.099	0.741	21
1200	1	17.185	27.319	26.019	14.132	0.874	2.361	0.326	1.225	0.032	0.052	0.031	0.298	0.796	21
1200	1	15.771	12.086	26.903	23.492	0.644	0.755	0.55	1.702	0.009	0.018	0.012	2.001	0.026	21
1200	1	18.899	31.289	24.557	12.17	0.661	2.209	0.396	1.589	0.091	0.079	0.032	1.071	0.777	21
1200	1	21.64	23.524	25.539	9.603	0.028	0.366	3.247	1.181	0.485	0.082	0.01	0.553	0.01	21
1200	1	18.399	22.375	21.656	18.503	0.052	0.37	0.512	2.208	0.014	0.066	0.009	0.78	0.01	21
1200	1	19.495	26.077	26.421	16.042	0.029	0.182	0.931	0.992	0.491	0.047	0.009	0.199	0.009	21
1200	1	19.982	21.598	20.076	20.989	0.31	1.931	3.439	1.184	0.31	0.081	0.009	0.416	0.005	21
1200	1	18.343	22.546	21.066	20.499	0.016	0.27	3.102	2.382	0.303	0.053	0.015	3.39	0.02	21
1200	1	19.074	20.426	18.588	22.96	0.082	0.46	2.259	2.631	0.234	0.12	0.013	0.973	0.106	21
1200	1	20.667	21.766	19.575	19.526	0.239	1.453	1.987	2.414	0.134	0.117	0.012	1.987	0.008	21
1200	1	18.55	30.447	23.022	12.479	0.488	1.702	0.807	2.279	0.205	0.102	0.028	0.463	0.653	21
1200	1	20.45	27.122	23.818	12.057	0.198	0.982	3.389	1.541	0.378	0.061	0.02	1.756	0.278	21
1200	1	19.85	26.731	22.769	12.311	0.236	1.388	1.133	2.672	0.012	0.049	0.013	2.464	0.014	21
1200	1	17.861	10.598	29.266	18.947	0.707	0.932	2.07	0.664	0.231	0.03	0.009	0.363	0.022	21
1200	1	19.166	22.378	21.454	18.191	0.246	1.317	0.833	1.986	0.011	0.075	0.009	0.872	0.008	21
1200	1	20.663	27.452	23.598	12.213	0.01	0.202	0.557	2.719	0.01	0.045	0.013	2.398	0.017	21
1200	1	18.775	26.508	20.857	18.972	0.528	2.502	2.309	1.216	0.194	0.073	0.02	0.511	0.383	21
1200	1	18.453	17.121	23.341	18.744	0.53	1.053	0.541	2.547	0.017	0.117	0.018	1.617	0.249	21
1200	1	17.417	9.617	32.471	15.714	0.894	0.996	0.53	0.946	0.126	0.022	0.01	0.4	0.026	21
1200	1	18.188	13.198	21.853	24.236	0.398	0.514	1.144	3.195	0.065	0.118	0.015	3.844	0.022	21
1200	1	21.758	22.836	24.584	12.452	0.017	0.429	4.329	0.943	0.617	0.082	0.01	0.506	0.01	21
1200	1	16.288	10.201	29.048	21.794	0.776	0.966	0.333	1.005	0.011	0.013	0.009	0.422	0.023	21
1200	1	17.967	36.98	23.87	10.183	0.815	2.909	0.309	1.407	0.035	0.069	0.041	0.247	1.129	21
1200	1	19.95	22.809	23.297	14.648	0.619	2.727	1.518	1.759	0.053	0.065	0.011	1.237	0.01	21
1200	1	17.363	14.997	24.882	20.553	0.375	0.537	0.396	1.512	0.009	0.061	0.009	0.677	0.015	21
1200	1	20.54	28.602	24.525	8.301	0.331	1.601	0.683	1.838	0.017	0.063	0.016	0.602	0.241	21
1200	1	18.83	22.034	19.648	21.988	0.42	2.305	2.155	1.812	0.22	0.092	0.01	0.728	0.005	21
1200	1	20.125	25.629	24.254	10.956	0.061	0.495	0.471	2.093	0.016	0.051	0.01	0.623	0.01	21
1200	1	19.667	30.044	30.568	7.729	0.435	1.233	1.02	0.533	0.565	0.044	0.02	0.113	0.395	21
1200	1	20.144	34.761	26.411	7.705	0.481	1.816	0.382	1.134	0.159	0.048	0.028	0.248	0.665	21
1200	1	20.3	23.031	21.832	16.756	0.074	0.244	0.454	2.69	0.012	0.083	0.01	0.687	0.011	21
1200	1	19.987	20.44	18.977	21.018	0.167	0.966	2.29	3.087	0.175	0.127	0.014	3.441	0.014	21
1200	1	18.781	24.496	21.836	19.16	0.164	0.895	2.342	1.365	0.264	0.055	0.014	0.327	0.196	21
1200	1	20.101	36.162	25.59	7.319	0.573	2.161	0.171	1.247	0.026	0.048	0.032	0.279	0.803	21
1200	1	17.991	23.701	25.695	16.97	0.32	0.81	0.881	1.327	0.357	0.065	0.015	0.306	0.227	21
1200	1	17.572	23.525	20.107	21.069	0.023	0.134	0.877	3.412	0.011	0.058	0.015	3.598	0.02	21
1200	1	19.912	20.431	22.258	17.819	0.023	0.367	3.174	1.197	0.361	0.082	0.009	0.522	0.009	21
1200	1	20.025	24.801	21.42	18.804	0.24	1.442	0.879	1.733	0.06	0.063	0.009	0.446	0.006	21
1200	1	20.537	21.224	22.963	18.567	0.01	0.393	4.435	0.76	0.641	0.078	0.009	0.455	0.009	21
1200	1	18.976	20.72	19.573	22.48	0.767	3.723	1.784	1.364	0.001	0.082	0.009	0.623	0.003	21
1200	1	18.71	20.158	21.834	18.597	0.04	0.267	0.995	1.792	0.08	0.088	0.009	0.763	0.009	21
1200	1	15.823	20.233	22.603	24.559	0.534	1.409	0.772	1.944	0.012	0.035	0.018	2.419	0.242	21
1200	1	15.96	26.108	19.323	23.739	0.34	1.223	0.965	2.599	0.054	0.067	0.025	2.255	0.462	21
1200	1	18.168	19.34	21.988	19.494	0.085	0.277	0.438	1.877	0.009	0.085	0.009	0.8	0.01	21
1200	1	15.91	23.27	20.293	24.976	0.029	0.112	1.1	3.174	0.115	0.036	0.017	4.69	0.024	21
1200	1	19.051	31.065	25.619	11.623	0.333	1.369	0.569	1.27	0.201	0.037	0.02	0.289	0.414	21
1200	1	20.88	27.766	24.82	10.138	0.067	0.591	0.482	1.99	0.049	0.036	0.01	0.46	0.009	21
1200	1	19.009	16.827	29.888	14.105	0.553	0.713	0.468	1.138	0.138	0.027	0.009	0.372	0.019	21
1200	1	17.107	21.474	23.546	17.995	0.236	0.328	1.001	3.349	0.01	0.033	0.018	4.874	0.029	21
1200	1	18.223	27.853	19.741	20.722	0.814	3.863	1.351	1.117	0.012	0.074	0.021	0.462	0.446	21
1200	1	17.832	22.743	18.523	22.757	0.381	2.059	1.569	2.795	0.006	0.075	0.014	2.896	0.013	21
1200	1	21.354	20.268	19.735	19.627	0.056	0.405	1.369	3.401	0.27	0.177	0.013	3.084	0.009	21
1200	1	20.318	23.768	20.596	17.152	0.218	1.203	0.87	2.813	0.068	0.114	0.014	1.832	0.088	21
1200	1	18.834	25.035	20.699	19.167	0.405	2.228	1.161	1.824	0.01	0.056	0.012	0.984	0.074	21
1200	1	17.439	35.717	23.661	12.18	0.832	2.891	0.3	1.324	0.034	0.066	0.04	0.241	1.113	21
1200	1	19.458	19.273	26.187	14.442	0.374	0.715	0.48	2.042	0.038	0.055	0.01	1.071	0.016	21
1200	1	17.114	28.068	19.974	20.41	0.461	1.692	0.51	2.198	0.024	0.085	0.026	0.343	0.606	21
1200	1	19.254	22.095	22.925	18.702	0.026	0.256	2.037	1.475	0.375	0.076	0.009	0.396	0.009	21
1200	1	20.539	23.452	24.406	9.311	0.053	0.333	0.498	2.153	0.015	0.087	0.01	0.839	0.01	21
1200	1	19.207	22.317	18.825	22.344	0.725	3.317	1.447	1.97	0.009	0.118	0.017	1.493	0.227	21
1200	1	19.364	26.143	27.304	15.383	0.039	0.239	1.541	0.729	0.642	0.044	0.009	0.126	0.009	21
1200	1	18.399	23.538	22.3	18.514	0.064	0.472	0.429	1.905	0.015	0.043	0.009	0.552	0.009	21
1200	1	17.244	28.698	24.546	16.328	0.639	1.9	0.361	1.441	0.022	0.037	0.029	1.32	0.656	21
1200	1	18.419	13.805	22.936	24.575	0.37	0.671	2.458	1.506	0.273	0.086	0.011	1.263	0.034	21
1200	1	18.394	21.595	21.347	18.762	0.064	0.188	1.657	2.909	0.407	0.12	0.011	0.382	0.043	21
1200	1	19.97	24.649	21.503	18.676	0.005	0.199	0.327	2.238	0.01	0.06	0.009	0.41	0.009	21
1200	1	19.676	25.742	24.462	17.345	0.201	0.721	1.122	1.771	0.541	0.118	0.018	1.628	0.246	21
1200	1	17.413	18.431	20.232	24.279	0.208	0.706	0.735	2.367	0.009	0.088	0.011	2.105	0.024	21
1200	1	21.187	24.205	24.199	10.509	0.028	0.283	0.937	1.934	0.079	0.079	0.01	0.677	0.01	21
1200	1	19.562	20.674	18.566	22.835	0.047	0.428	0.569	3.271	0.018	0.126	0.012	2.418	0.009	21
1200	1	18.924	25.485	21.903	17.193	0.016	0.178	0.941	2.976	0.036	0.045	0.015	3.296	0.02	21
1200	1	16.895	13.284	31.45	15.905	1.037	1.641	0.285	0.759	0.015	0.017	0.017	0.384	0.303	21
1200	1	19.586	27.518	20.728	16.603	0.712	3.57	1.464	1.457	0.01	0.075	0.017	0.708	0.275	21
1200	1	17.538	15.905	23.701	19.742	0.342	0.395	1.005	2.662	0.216	0.097	0.01	0.439	0.015	21
1200	1	19.788	24.268	22.335	18.279	0.017	0.309	0.853	1.705	0.082	0.05	0.009	0.437	0.009	21
1200	1	18.494	11.234	22.658	23.472	0.512	0.742	0.675	2.987	0.012	0.132	0.013	3.004	0.02	21
1200	1	18.782	22.371	20.612	18.488	0.054	0.394	0.621	2.816	0.017	0.084	0.01	0.889	0.009	21
1200	1	18.985	14.247	31.735	13.139	0.669	0.778	0.798	1.156	0.314	0.053	0.011	0.874	0.022	21
1200	1	22.269	20.993	22.639	14.4	0.14	0.363	0.983	2.996	0.123	0.136	0.012	2.295	0.012	21
1200	1	18.708	19.365	25.646	17.327	0.281	0.583	1.668	1.335	0.273	0.047	0.009	0.371	0.014	21
1200	1	17.46	28.162	19.837	17.452	0.476	1.666	0.642	2.8	0.028	0.109	0.027	0.388	0.644	21
1200	1	20.108	25.739	23.546	13.849	0.045	0.423	0.377	2.009	0.014	0.045	0.009	0.549	0.009	21
1200	1	18.028	24.809	24.02	18.055	0.141	0.51	0.975	1.66	0.364	0.07	0.014	0.837	0.154	21
1200	1	18.92	26.259	28.59	16.041	0.043	0.147	1.407	0.492	0.815	0.05	0.009	0.156	0.009	21
1200	1	21.806	24.021	22.807	13.827	0.168	1.097	4.102	1.154	0.468	0.09	0.014	0.703	0.14	21
1200	1	18.36	20.713	21.871	19.408	0.57	2.269	1.451	2.263	0.005	0.062	0.013	2.408	0.015	21
1200	1	17.958	28.546	22.973	17.942	0.427	1.542	0.613	1.475	0.227	0.086	0.025	0.885	0.57	21
1200	1	19.29	24.639	26.782	17.51	0.036	0.181	1.884	0.807	0.762	0.07	0.009	0.542	0.009	21
1200	1	17.178	28.002	26.347	14.316	0.769	2.101	0.422	1.245	0.064	0.035	0.03	1.24	0.705	21
1200	1	18.02	21.53	27.08	18.504	0.187	0.312	0.993	0.864	0.484	0.049	0.009	0.371	0.012	21
1200	1	20.487	21.342	22.949	18.188	0.132	0.835	4.229	0.707	0.523	0.066	0.01	0.268	0.032	21
1200	1	17.518	19.575	27.95	15.607	0.709	1.41	0.366	1.273	0.017	0.027	0.018	0.772	0.304	21
1200	1	16.59	9.568	28.6	22.596	0.744	0.936	1.247	0.761	0.128	0.021	0.009	0.377	0.022	21
1200	1	19.672	21.966	27.631	10.426	0.354	0.782	0.436	1.761	0.017	0.024	0.01	0.49	0.015	21
1200	1	18.189	34.416	22.698	13.973	0.901	3.721	0.767	0.902	0.025	0.061	0.034	0.323	0.897	21
1200	1	17.842	21.493	18.805	22.539	0.173	0.988	1.806	2.909	0.1	0.083	0.012	2.042	0.013	21
1200	1	17.661	32.488	22.911	15.865	0.621	2.491	0.421	1.131	0.026	0.043	0.029	0.306	0.731	21
1200	1	19.333	25.1	25.413	16.824	0.13	0.467	0.945	1.439	0.441	0.07	0.012	0.828	0.089	21
1200	1	19.673	24.422	23.293	12.981	0.05	0.372	0.551	2.367	0.014	0.063	0.011	1.201	0.012	21
1200	1	19.236	23.716	25.507	15.757	0.168	0.496	0.925	1.464	0.402	0.086	0.013	0.913	0.118	21
1200	1	16.074	23.089	19.302	23.856	0.028	0.104	1.102	3.82	0.01	0.046	0.018	5.267	0.026	21
1200	1	20.884	27.427	29.92	9.322	0.038	0.234	2.49	0.418	0.871	0.054	0.01	0.061	0.01	21
1200	1	19.584	28.841	24.378	10.751	0.311	1.298	0.82	1.562	0.078	0.06	0.02	0.511	0.389	21
1200	1	19.711	26.506	23.846	13.433	0.309	1.649	1.649	2.193	0.263	0.062	0.014	2.577	0.014	21
1200	1	20.146	19.126	26.058	14.617	0.359	0.957	2.637	1.061	0.284	0.048	0.01	0.38	0.014	21
1200	1	18.559	23.115	19.566	22.373	0.431	2.459	1.264	1.61	0.008	0.062	0.009	0.554	0.004	21
1200	1	20.961	20.959	18.838	19.231	0.047	0.427	0.634	3.757	0.019	0.155	0.013	2.982	0.01	21
1200	1	18.77	20.971	20.816	19.928	0.41	1.985	1.097	1.689	0.006	0.085	0.01	0.71	0.032	21
1200	1	20.548	22.287	21.301	16.868	0.043	0.303	0.866	3.237	0.172	0.133	0.013	2.91	0.012	21
1200	1	21.129	25.441	22.69	11.663	0.304	1.734	1.133	2.126	0.012	0.079	0.011	1.28	0.009	21
1200	1	17.233	23.459	21.827	21.917	0.397	1.181	0.483	2.143	0.019	0.063	0.02	1.919	0.335	21
1200	1	20.526	25.754	27.974	8.811	0.049	0.214	1.033	1.264	0.468	0.073	0.01	0.457	0.01	21
1200	1	19.203	20.72	22.942	17.575	0.074	0.323	1.408	1.569	0.168	0.077	0.009	0.625	0.01	21
1200	1	20.288	25.177	22.539	16.465	0.391	2.192	1.394	1.388	0.184	0.071	0.009	0.47	0.005	21
1200	1	18.208	36.476	23.673	11.757	0.923	3.653	0.613	0.829	0.034	0.057	0.038	0.277	1.038	21
1200	1	19.312	18.94	20.599	20.652	0.234	0.581	0.661	3.337	0.016	0.127	0.015	3.221	0.082	21
1200	1	19.802	21.279	25.635	16.295	0.27	0.468	0.235	1.59	0.009	0.035	0.009	0.402	0.014	21
1200	1	19.295	28.851	21.773	17.835	0.331	1.314	0.238	1.845	0.019	0.075	0.022	0.951	0.466	21
1200	1	17.443	14.214	26.079	20.542	0.817	1.979	0.916	1.412	0.008	0.045	0.012	1.188	0.06	21
1200	1	20.324	19.629	21.184	20.243	0.004	0.431	5.29	0.922	0.627	0.084	0.009	0.251	0.009	21
1200	1	20.623	24.109	24.141	10.709	0.125	0.643	1.807	1.604	0.188	0.086	0.013	0.658	0.137	21
1200	1	17.363	24.223	20.511	21.978	0.188	0.793	2.148	2.207	0.235	0.064	0.019	2.156	0.252	21
1200	1	18.327	19.472	22.156	18.907	0.106	0.363	0.473	1.876	0.009	0.086	0.009	0.801	0.01	21
1200	1	20.218	22.307	25.609	15.114	0.234	0.44	0.233	1.651	0.009	0.037	0.009	0.406	0.013	21
1200	1	16.247	23.649	21.291	23.915	0.03	0.116	1.136	2.85	0.198	0.037	0.016	4.15	0.022	21
1200	1	18.564	20.32	19.479	20.127	0.043	0.236	2.61	3.093	0.316	0.116	0.012	1.221	0.034	21
1200	1	17.666	11.128	27.755	17.909	0.696	0.789	0.533	2.023	0.012	0.059	0.01	0.578	0.022	21
1200	1	18.987	25.729	23	16.254	0.059	0.552	0.424	1.948	0.017	0.027	0.009	0.458	0.009	21
1200	1	18.404	24.123	24.275	17.213	0.398	1.261	1.735	1.13	0.215	0.045	0.018	0.313	0.32	21
1200	1	18.765	25.34	27.151	16.211	0.044	0.131	1.41	1.06	0.726	0.064	0.009	0.102	0.009	21
1200	1	18.415	19.853	23.057	21.206	0.368	1.169	0.61	1.641	0.01	0.047	0.009	0.628	0.011	21
1200	1	18.821	26.376	28.672	15.866	0.044	0.146	1.41	0.47	0.813	0.046	0.009	0.029	0.009	21
1200	1	20.225	21.892	21.159	18.496	0.543	2.582	1.673	2.019	0.198	0.119	0.012	1.356	0.037	21
1200	1	22.2	28.417	25.449	7.246	0.029	0.433	0.815	1.982	0.074	0.043	0.01	0.449	0.01	21
1200	1	20.012	26.947	27.497	13.12	0.245	1.273	1.663	0.677	0.648	0.059	0.009	0.187	0.007	21
1200	1	19.055	20.123	23.164	17.502	0.125	0.279	2.402	2.196	0.462	0.101	0.01	0.322	0.012	21
1200	1	20.033	25.215	25.545	15.072	0.239	1.34	2.313	0.788	0.569	0.065	0.009	0.315	0.007	21
1200	1	20.486	24.745	20.147	17.055	0.623	3.482	1.713	1.618	0.004	0.081	0.01	0.618	0.002	21
1200	1	18.945	21.148	21.223	18.349	0.214	1.176	0.823	1.852	0.007	0.09	0.009	0.785	0.007	21
1200	1	20.658	18.062	24.959	16.442	0.206	0.629	4.887	0.51	0.586	0.063	0.009	0.261	0.013	21
1200	1	22.403	26.574	24.851	7.604	0.018	0.257	0.345	2.256	0.01	0.077	0.01	0.809	0.01	21
1200	1	17.938	25.284	21.918	17.908	0.046	0.355	0.77	2.876	0.014	0.032	0.014	3.01	0.018	21
1200	1	20.662	20.061	20.974	17.88	0.043	0.569	4.873	1.504	0.551	0.1	0.01	0.323	0.009	21
1200	1	16.999	29.705	22.663	16.459	0.417	1.405	0.726	2.543	0.02	0.04	0.029	3.485	0.521	21
1200	1	19.259	23.643	19.865	20.689	0.417	2.393	1.244	1.77	0.008	0.069	0.009	0.699	0.004	21
1200	1	18.072	21.545	18.567	21.292	0.024	0.111	0.881	3.774	0.014	0.1	0.012	1.925	0.015	21
1200	1	18.776	29.812	22.98	13.557	0.62	2.558	1.312	1.806	0.06	0.058	0.026	1.918	0.503	21
1200	1	16.893	27.065	19.527	20.876	0.468	1.694	1.276	2.201	0.118	0.097	0.027	0.324	0.637	21
1200	1	20.943	22.403	24.338	10.928	0.035	0.333	2.166	1.583	0.264	0.091	0.01	0.672	0.01	21
1200	1	18.535	23.458	23.017	20.954	0.3	1.609	1.624	1.034	0.412	0.069	0.009	0.334	0.006	21
1200	1	16.349	8.253	30.243	21.59	0.877	0.992	0.295	0.875	0.009	0.013	0.009	0.413	0.025	21
1200	1	18.703	24.799	21.331	20.715	0.009	0.184	0.491	2.427	0.009	0.041	0.012	2.091	0.015	21
1200	1	18.625	36.284	24.884	10.027	0.674	2.516	0.201	1.08	0.03	0.043	0.035	0.257	0.926	21
1200	1	21.07	26.04	23.517	13.712	0.07	0.513	1.579	1.568	0.176	0.059	0.012	0.389	0.099	21
1200	1	18.341	21.708	19.5	23.275	0.021	0.166	0.682	2.816	0.092	0.089	0.01	1.015	0.01	21
1200	1	18.723	28.9	22.869	13.1	0.431	1.802	0.826	2.143	0.017	0.066	0.024	2.123	0.416	21
1200	1	16.711	15.234	23.357	22.553	0.448	0.805	0.786	2.338	0.01	0.061	0.011	1.766	0.02	21
1200	1	19.608	20.051	32.027	9.258	0.476	0.663	0.886	0.897	0.396	0.031	0.01	0.294	0.018	21
1200	1	17.866	28.066	24.778	14.006	0.605	1.885	0.283	1.192	0.022	0.06	0.027	0.467	0.647	21
1200	1	18.074	29.151	20.747	17.66	0.536	1.897	0.626	2.409	0.122	0.121	0.031	1.224	0.731	21
1200	1	17.091	21.229	20.429	22.229	0.09	0.198	0.914	3.395	0.01	0.067	0.016	4.458	0.023	21
1200	1	20.561	17.855	20.897	20.344	0.309	1.323	3.423	1.903	0.334	0.119	0.012	1.825	0.011	21
1200	1	20.916	27.161	27.529	9.734	0.14	0.76	1.213	1.135	0.477	0.063	0.01	0.329	0.008	21
1200	1	18.86	16.74	27.308	15.631	0.449	0.623	0.332	1.485	0.009	0.045	0.009	0.551	0.017	21
1200	1	18.914	21.545	18.235	22.369	0.511	2.638	1.48	2.332	0.009	0.106	0.011	0.952	0.049	21
1200	1	20.296	26.137	26.837	10.691	0.124	0.677	1.112	1.286	0.409	0.063	0.01	0.414	0.009	21
1200	1	20.487	24.533	24.159	12.062	0.046	0.48	1.779	1.665	0.205	0.058	0.01	0.52	0.01	21
1200	1	19.383	23.23	21.571	18.045	0.505	2.527	1.27	1.627	0.008	0.059	0.009	0.561	0.006	21
1200	1	19.026	12.002	21.835	24.559	0.436	0.548	0.554	3.139	0.012	0.14	0.013	3.112	0.019	21
1200	1	18.21	21.838	25.979	15.258	0.44	0.839	0.587	2.202	0.013	0.033	0.017	2.421	0.173	21
1200	1	18.729	32.945	27.034	8.613	0.805	2.509	0.208	0.985	0.028	0.04	0.033	0.278	0.873	21
1200	1	20.955	21.589	23.508	13.132	0.025	0.38	3.158	1.321	0.357	0.087	0.01	0.574	0.01	21
1200	1	17.256	35.376	23.525	15.038	0.773	2.84	0.879	0.618	0.123	0.049	0.039	0.179	1.078	21
1200	1	19.233	20.474	25.114	15.569	0.179	0.388	0.941	1.503	0.171	0.067	0.009	0.578	0.012	21
1200	1	18.071	19.45	21.177	22.693	0.567	1.581	0.731	2.643	0.017	0.114	0.021	2.807	0.317	21
1200	1	19.9	23.715	26.823	10.345	0.136	0.338	0.923	1.811	0.278	0.069	0.011	1.375	0.014	21
1200	1	20.582	27.217	23.602	11.983	0.13	0.577	0.554	2.281	0.107	0.077	0.014	0.426	0.167	21
